cluster_name	z_score	gene
0	AL589693.1	36.74946212768555
0	IGHM	21.86515235900879
0	FAM30A	19.45053482055664
0	AFF3	19.30654525756836
0	CLNK	17.857330322265625
0	MEF2C	17.73927116394043
0	SCN3A	17.682592391967773
0	OSBPL3	17.49224090576172
0	CNTNAP2	17.38506317138672
0	RUNX2	15.699811935424805
0	IFNG-AS1	15.488991737365723
0	MME	15.184663772583008
0	DOCK1	14.747111320495605
0	ANKRD44	14.31749153137207
0	LNCAROD	14.24433708190918
0	CD74	14.206128120422363
0	LTB	14.009411811828613
0	ARHGAP25	13.856392860412598
0	TCF4	13.832290649414062
0	COBLL1	13.362028121948242
0	SPINK2	13.342552185058594
0	SYN3	13.106560707092285
0	PRKCB	13.016090393066406
0	SLC2A5	12.948201179504395
0	ADAM28	12.44064712524414
0	KCNK17	12.367756843566895
0	RERE	12.342330932617188
0	VSIR	12.132694244384766
0	NEGR1	12.078564643859863
0	CARD11	11.758817672729492
0	B2M	11.724360466003418
0	MEF2A	11.69095230102539
0	CYFIP2	11.662880897521973
0	SETBP1	11.489195823669434
0	SPON1	11.449665069580078
0	LPIN1	11.282320022583008
0	HOXA9	11.205208778381348
0	CD53	11.075504302978516
0	SYK	11.047628402709961
0	SDK2	10.999016761779785
0	HIVEP3	10.75134563446045
0	NPTX2	10.661362648010254
0	ATP10A	10.659202575683594
0	LSAMP	10.465063095092773
0	AUTS2	10.305179595947266
0	AFF1	10.070687294006348
0	AL096799.1	9.969527244567871
0	CD99	9.872612953186035
0	SEMA3C	9.69938850402832
0	KLF3-AS1	9.610140800476074
0	ITM2C	9.59276294708252
1	ELMO1	22.392276763916016
1	ZNF385D	18.022985458374023
1	MED12L	16.493026733398438
1	PLXDC2	16.146635055541992
1	INPP4B	15.731965065002441
1	ZBTB20	15.591373443603516
1	CASC15	14.827868461608887
1	PCDH9	14.758661270141602
1	TAFA2	14.626739501953125
1	NRIP1	13.9784574508667
1	PBX1	11.644275665283203
1	AJ009632.2	11.580604553222656
1	CALN1	11.331910133361816
1	PRKG2	10.600096702575684
1	ETV6	10.473647117614746
1	MSI2	10.386588096618652
1	CRHBP	10.231677055358887
1	ANGPT1	10.1581392288208
1	ERG	10.05606460571289
1	FREM1	9.741168975830078
1	CHRM3	9.675091743469238
1	PRKG1	9.635724067687988
1	MEIS1	9.610940933227539
1	RUNX1	9.54478931427002
1	RAPGEF2	9.498008728027344
1	LIMCH1	9.328495979309082
1	ATP2C1	8.330484390258789
1	STXBP5	8.281418800354004
1	SERPINB1	8.167244911193848
1	CTDSPL	7.846879959106445
1	THRB	7.7116923332214355
1	ZNF804A	7.5268425941467285
1	MIR99AHG	7.510525226593018
1	GP1BB	7.445565223693848
1	ST8SIA6	7.1596550941467285
1	ZBTB16	7.080559730529785
1	ITGA9	7.068009853363037
1	ANKRD28	7.04365348815918
1	TESPA1	7.016032695770264
1	MLLT3	6.975159645080566
1	IMMP2L	6.917562484741211
1	P2RY14	6.823108196258545
1	NPR3	6.813530445098877
1	TMEM163	6.791293144226074
1	CABLES1	6.709399223327637
1	LAPTM4B	6.65112829208374
1	PTK2	6.649924278259277
1	DNM3	6.644296646118164
1	ZNF804B	6.62255859375
1	KHDRBS2	6.609707832336426
1	ATP8B4	6.556273460388184
2	SSBP2	15.875693321228027
2	PLCB1	12.937091827392578
2	ATP8B4	12.610452651977539
2	MSRB3	12.601622581481934
2	WDR49	11.121112823486328
2	VIM	10.762913703918457
2	PROM1	10.443852424621582
2	ANKRD28	10.203512191772461
2	MAMDC2	9.746570587158203
2	CACNB2	9.675434112548828
2	CSF3R	8.622678756713867
2	CCSER1	8.520263671875
2	CALN1	8.451924324035645
2	FLT3	8.332565307617188
2	ANTXR2	8.194087982177734
2	CD44	8.109949111938477
2	C1QTNF4	8.056737899780273
2	SELL	7.968360900878906
2	ESYT2	7.885069370269775
2	SPINK2	7.819290637969971
2	ETV6	7.74744176864624
2	ATP2B1	7.426525115966797
2	TFPI	7.39551305770874
2	SPTBN1	7.231227874755859
2	TOX	7.223033428192139
2	PLAC8	7.170097827911377
2	AVP	7.104004859924316
2	KCNQ5	7.102421283721924
2	DANT2	6.861415863037109
2	LRRFIP1	6.857448101043701
2	GYPC	6.814302921295166
2	MSI2	6.651509761810303
2	MYADM	6.59945821762085
2	ADGRG6	6.512707710266113
2	BACH2	6.5103936195373535
2	LRBA	6.499991416931152
2	CALCOCO2	6.476637840270996
2	PBXIP1	6.409270763397217
2	RFX3	6.394534111022949
2	MYO5C	6.342718124389648
2	DPYSL3	6.210386753082275
2	INPP5D	6.1805596351623535
2	L3MBTL4	6.173854351043701
2	PTPRC	6.166290283203125
2	SEPTIN11	6.149652481079102
2	FRMD4B	6.146528720855713
2	MCTP1	6.140346050262451
2	ANXA1	5.9725494384765625
2	IGLL1	5.9040021896362305
2	TLE4	5.89752721786499
2	PTPRM	5.86815071105957
3	XACT	21.966629028320312
3	ZNF385D	16.456785202026367
3	KIAA1211	16.11819076538086
3	SLC40A1	14.5673828125
3	RYR3	13.619389533996582
3	AC069410.1	12.867810249328613
3	ACSM3	12.476152420043945
3	PDZD8	12.248941421508789
3	CSF2RB	11.59390640258789
3	RNF130	11.309497833251953
3	CYTOR	10.947885513305664
3	ZEB2	10.780866622924805
3	DNAJC6	10.682730674743652
3	ITGA2B	10.557319641113281
3	SLC39A8	10.543665885925293
3	STXBP5	10.452637672424316
3	ANK1	10.138577461242676
3	ZNF804A	10.125579833984375
3	PRKAR2B	9.934576034545898
3	EIF3A	9.726272583007812
3	TFRC	9.690278053283691
3	CTNNBL1	9.423187255859375
3	ABCC4	9.361296653747559
3	ARHGEF12	9.29371166229248
3	RIF1	9.27109432220459
3	CDC42BPA	9.070985794067383
3	CAT	9.052447319030762
3	PIP4K2A	8.946871757507324
3	KCNQ5	8.88062858581543
3	MICAL2	8.874977111816406
3	MINPP1	8.836296081542969
3	GIHCG	8.714276313781738
3	PIP5K1B	8.653882026672363
3	TAFA2	8.531434059143066
3	EEF1B2	8.508768081665039
3	SMARCC1	8.469954490661621
3	NIBAN1	8.407906532287598
3	MTRNR2L12	8.364997863769531
3	ZMYND8	8.356416702270508
3	EPSTI1	8.279131889343262
3	NECAB1	8.190625190734863
3	NFIA	8.18570613861084
3	STON2	8.018484115600586
3	ASAP1	7.974585056304932
3	WRN	7.891185283660889
3	HNRNPR	7.854624271392822
3	ACSM1	7.799644470214844
3	STAM	7.775263786315918
3	HBS1L	7.768510818481445
3	ELOVL5	7.745436191558838
3	S100A6	7.636753559112549
4	ZNF385D	14.386726379394531
4	MED12L	13.301556587219238
4	SERPINB1	12.44268798828125
4	XACT	10.389463424682617
4	MIR181A1HG	10.303385734558105
4	KIAA1211	9.602073669433594
4	SLC24A3	9.471928596496582
4	ZBTB16	9.467499732971191
4	ZEB2	9.092790603637695
4	PLXDC2	8.939287185668945
4	RNF130	8.690974235534668
4	NLK	8.61002254486084
4	CPA3	8.293441772460938
4	CTNNBL1	7.862045764923096
4	CASC15	7.847337245941162
4	GNAQ	7.512068748474121
4	GATA2	7.332242488861084
4	FRY	7.086136341094971
4	ETV6	7.022844314575195
4	PRSS57	6.946928977966309
4	EEF1A1	6.8823137283325195
4	GP1BB	6.847270965576172
4	HNRNPA1	6.801509380340576
4	CDK6	6.775496482849121
4	SLC40A1	6.731818199157715
4	ATP2C1	6.65281343460083
4	GIHCG	6.5378313064575195
4	PLEK	6.4311747550964355
4	STXBP5	6.4050679206848145
4	SLC12A6	6.314858436584473
4	CLIC1	6.234260082244873
4	ABCC4	6.203921794891357
4	PDZD8	6.18049430847168
4	MPP1	6.152819633483887
4	RUNX1	6.142965793609619
4	FAM117A	6.027005672454834
4	ELMO1	5.98001766204834
4	NT5C3A	5.943285942077637
4	IKZF2	5.939527988433838
4	AL157895.1	5.933093070983887
4	ACSM3	5.921420097351074
4	DEPTOR	5.8686699867248535
4	SPN	5.838943958282471
4	ZNF804A	5.699417591094971
4	ERG	5.616311073303223
4	HMGB1	5.5990447998046875
4	CAT	5.575076103210449
4	EIF4A1	5.544422149658203
4	CD69	5.490645885467529
4	EREG	5.420088768005371
4	AC010880.1	5.272845268249512
5	DPYD	13.543234825134277
5	NAMPT	13.405536651611328
5	VCAN	12.431742668151855
5	SLCO3A1	10.752971649169922
5	ARHGAP26	10.576730728149414
5	SLC8A1	10.316523551940918
5	LYST	10.31310749053955
5	ATG7	10.274032592773438
5	DENND1A	10.126341819763184
5	USP3	10.084405899047852
5	ASAP1	10.012956619262695
5	PTPRE	9.97895336151123
5	MYO1F	9.679570198059082
5	DOCK2	9.434130668640137
5	NEAT1	9.413676261901855
5	PTPRC	9.361245155334473
5	PICALM	9.349336624145508
5	LRRK2	9.287656784057617
5	KYNU	9.225859642028809
5	DMXL2	8.982500076293945
5	FCN1	8.97141170501709
5	SAMHD1	8.95317268371582
5	LYZ	8.8856840133667
5	ANKRD44	8.805749893188477
5	EVI5	8.686304092407227
5	MARCH1	8.65075969696045
5	AOAH	8.636157989501953
5	STK17B	8.469388008117676
5	PSAP	8.30361270904541
5	RBM47	8.254981994628906
5	DOCK8	8.16199779510498
5	RTN1	8.161641120910645
5	PTPRJ	8.154662132263184
5	CTSS	8.118914604187012
5	HDAC9	8.047341346740723
5	BACH1	8.034525871276855
5	PRKCB	8.022025108337402
5	UBE2E2	7.965753078460693
5	ZEB2	7.959260940551758
5	ZSWIM6	7.887134552001953
5	STX11	7.756605625152588
5	GRB2	7.464431285858154
5	GAS7	7.438343048095703
5	CLEC12A	7.425815582275391
5	FAM49A	7.4159393310546875
5	TBXAS1	7.3927388191223145
5	MEGF9	7.2724480628967285
5	FYB1	7.244207859039307
5	ARHGAP24	7.232759952545166
5	PIK3R5	7.223653793334961
5	FBXW7	7.196491241455078
6	HDC	21.6361141204834
6	SLC24A3	21.319091796875
6	LMO4	17.402740478515625
6	IKZF2	17.053913116455078
6	RYR3	12.795734405517578
6	GNAQ	11.389159202575684
6	CRPPA	11.045083999633789
6	AFF2	10.664495468139648
6	GATA2	10.479248046875
6	ITPR2	10.401904106140137
6	RNF130	9.954310417175293
6	KIT	9.380582809448242
6	CD63	8.816883087158203
6	FER	8.798572540283203
6	CNKSR3	8.7301607131958
6	PLD1	8.640823364257812
6	SRGN	8.537130355834961
6	HBS1L	8.260400772094727
6	ITGA4	8.002595901489258
6	DENND1B	7.977330684661865
6	PDE3A	7.539152145385742
6	SND1	7.533339500427246
6	CTNNBL1	7.364803791046143
6	TPSAB1	7.332438945770264
6	PTH2R	7.1274285316467285
6	NBAS	7.125952243804932
6	CNRIP1	7.092960834503174
6	CDC42BPA	7.005399703979492
6	S100A6	6.956372261047363
6	P2RX1	6.839056968688965
6	LAPTM5	6.820950984954834
6	ST8SIA6	6.697081089019775
6	CSF2RB	6.667943000793457
6	BACE2	6.661347389221191
6	MBD5	6.628808975219727
6	LDLRAD3	6.609312057495117
6	HPGDS	6.593978404998779
6	ARMC8	6.5210089683532715
6	RPS6KA5	6.4719367027282715
6	PALM2-AKAP2	6.452245235443115
6	NLK	6.442988395690918
6	LRMDA	6.436117649078369
6	MITF	6.4013848304748535
6	YWHAZ	6.384923934936523
6	TEX9	6.289327621459961
6	ALOX5AP	6.238415241241455
6	MIR181A1HG	6.1406989097595215
6	TOX	6.099431037902832
6	ERN1	6.079503536224365
6	AC093865.1	5.927382946014404
6	PDIA3	5.881572723388672
7	ATM	8.85427474975586
7	SKAP1	8.828176498413086
7	PIP4K2A	8.435701370239258
7	PLCL2	8.374457359313965
7	PTPRC	7.272180080413818
7	MTRNR2L8	7.1301703453063965
7	SYNE2	6.765775680541992
7	CD247	6.557119846343994
7	RORA	6.525595664978027
7	APBB1IP	6.4661993980407715
7	ZC3H13	5.898228168487549
7	IL7R	5.894293785095215
7	ARHGEF3	5.869335651397705
7	ST6GAL1	5.826238632202148
7	TMEM131L	5.822882652282715
7	THEMIS	5.717349052429199
7	MBNL1	5.643651962280273
7	ANKRD44	5.595177173614502
7	MAML2	5.568881988525391
7	AAK1	5.51763391494751
7	CD96	5.505219459533691
7	CAMK4	5.4869384765625
7	FYN	5.431793212890625
7	LEF1	5.426783561706543
7	ATP8B4	5.278712272644043
7	BCL11B	5.276847839355469
7	KLF12	5.2186384201049805
7	ANK3	5.212221622467041
7	PARP8	5.19200325012207
7	PCED1B	5.024361610412598
7	SLFN12L	5.0138983726501465
7	PRKCA	4.911670207977295
7	RIPOR2	4.849109649658203
7	FYB1	4.8401079177856445
7	EIF4G3	4.732809543609619
7	EVL	4.725269794464111
7	OXNAD1	4.717196464538574
7	IKZF3	4.672818660736084
7	CD2	4.6305975914001465
7	PYHIN1	4.606787204742432
7	LINC00861	4.603927135467529
7	TTC39C	4.584460735321045
7	ADD3	4.51273775100708
7	INPP4B	4.486476898193359
7	STAT4	4.4614129066467285
7	KIAA1109	4.433561325073242
7	ITK	4.326905250549316
7	HSPA9	4.281137466430664
